file_path,origin,file_type,size_bytes,modified_date,likely_role,consumed_by_script,produced_by_script,status,notes
outputs/metrics/output_audit/figures_audit.csv,worktree(branch),csv,8038,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_audit/figures_folder_summary.csv,worktree(branch),csv,3514,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/output_manifest.csv,worktree(branch),csv,18855,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/p1_closure_summary.csv,worktree(branch),csv,1086,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/physics_validation.csv,worktree(branch),csv,684,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/pinn_comparison_results.csv,worktree(branch),csv,3988,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/pinn_fold_predictions.csv,worktree(branch),csv,9715,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/rul_derivation_results.csv,worktree(branch),csv,7375,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/rul_threshold_summary.csv,worktree(branch),csv,666,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_elasticnet_solo_a_n_ct_grid.csv,worktree(branch),csv,8070,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_elasticnet_solo_a_n_ct_random.csv,worktree(branch),csv,7787,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_elasticnet_solo_a_n_st.csv,worktree(branch),csv,7122,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_xgboost_solo_r_a_ct_random_feature_noise.csv,worktree(branch),csv,6871,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_feature_ranking_xgboost_solo_r_n_ct_random.csv,worktree(branch),csv,5603,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_selected_models.csv,worktree(branch),csv,389,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_elasticnet_solo_a_n_ct_grid.csv,worktree(branch),csv,81468,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_elasticnet_solo_a_n_ct_random.csv,worktree(branch),csv,78342,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_elasticnet_solo_a_n_st.csv,worktree(branch),csv,71692,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_xgboost_solo_r_a_ct_random_feature_noise.csv,worktree(branch),csv,81586,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/shap/10_shap_values_xgboost_solo_r_n_ct_random.csv,worktree(branch),csv,68373,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/structural_uncertainty_summary.csv,worktree(branch),csv,795,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/t01_signal_qa.csv,worktree(branch),csv,20668,2026-06-11,pipeline metric outputs,p7 reports,scripts/run_signal_qa.py,present,
outputs/metrics/time_aware_results.csv,worktree(branch),csv,2634,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/time_aware_vs_sensor_only.csv,worktree(branch),csv,1420,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/uncertainty_failure_distribution.csv,worktree(branch),csv,38142,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/uncertainty_rul_distribution.csv,worktree(branch),csv,4771,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/metrics/uncertainty_vb_bands.csv,worktree(branch),csv,828295,2026-06-11,pipeline metric outputs,reports / figures scripts,pipeline scripts (see script IO map),present,
outputs/reports/Baseline Models.pptx,worktree(branch),pptx,449012,2026-06-11,,,,present,
outputs/reports/tool_wear_pipeline_Manuel_Pusma.pptx,worktree(branch),pptx,6385789,2026-06-11,,,,present,
outputs/reports/tool_wear_pipeline_Manuel_Pusma_EN.pptx,worktree(branch),pptx,6368617,2026-06-11,,,,present,
paper/README.md,worktree(branch),md,2823,2026-06-11,IEEE paper workspace,,,present,
paper/figure_mapping/.gitkeep,worktree(branch),none,0,2026-06-11,IEEE paper workspace,,,present,
paper/figure_mapping/figure_audit_p6.csv,worktree(branch),csv,4403,2026-06-11,IEEE paper workspace,,,present,
paper/figure_mapping/figure_audit_p6.md,worktree(branch),md,4015,2026-06-11,IEEE paper workspace,,,present,
paper/figure_mapping/figure_contact_sheet_p6.png,worktree(branch),png,692027,2026-06-11,IEEE paper workspace,,,present,
paper/figure_mapping/figure_dimensions_p6.csv,worktree(branch),csv,986,2026-06-11,IEEE paper workspace,,,present,
paper/figure_mapping/figure_mapping_p6.csv,worktree(branch),csv,5405,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/.gitkeep,worktree(branch),none,0,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/abstract_p6_draft.tex,worktree(branch),tex,2588,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/conclusion_p6_draft.tex,worktree(branch),tex,2031,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/discussion_p6_draft.tex,worktree(branch),tex,3725,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/experimental_protocol_p6_draft.tex,worktree(branch),tex,3919,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/future_work_p6_draft.tex,worktree(branch),tex,3321,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/introduction_p6_draft.tex,worktree(branch),tex,3926,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/limitations_p6_draft.tex,worktree(branch),tex,2726,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/methodology_p6_draft.tex,worktree(branch),tex,5522,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/overleaf_light_report.md,worktree(branch),md,2911,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/p6_integration_plan.md,worktree(branch),md,8703,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/pdf_qa_report_v4.md,worktree(branch),md,4761,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/references_needed.md,worktree(branch),md,1993,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/results_p6_draft.tex,worktree(branch),tex,6967,2026-06-11,IEEE paper workspace,,,present,
paper/generated_sections/visual_qa_report_v3.md,worktree(branch),md,3942,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/.gitkeep,worktree(branch),none,0,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/EXTRACTION_MANIFEST.md,worktree(branch),md,1692,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/README_OVERLEAF.md,worktree(branch),md,1397,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/.gitkeep,worktree(branch),none,0,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/benchmark_branches_v3.png,worktree(branch),png,74163,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/multitool_roadmap_v2.png,worktree(branch),png,157060,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/multitool_roadmap_v4.png,worktree(branch),png,141054,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/optional/rul_disagreement.png,worktree(branch),png,109394,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/optional/uncertainty_tfail_dist.png,worktree(branch),png,64673,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/benchmark_branches.png,worktree(branch),png,305602,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/benchmark_branches_v2.png,worktree(branch),png,92671,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/multitool_roadmap.png,worktree(branch),png,69833,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/pinn_comparison_mae.png,worktree(branch),png,100071,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/pinn_comparison_mae_v2.png,worktree(branch),png,109281,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/pinn_physical_metrics.png,worktree(branch),png,75094,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/pinn_vb_curve.png,worktree(branch),png,91255,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/pinn_vb_curve_v2.png,worktree(branch),png,114768,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/rul_curves.png,worktree(branch),png,132987,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/rul_curves_v2.png,worktree(branch),png,130163,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/timeaware_comparison.png,worktree(branch),png,70421,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/timeaware_comparison_v2.png,worktree(branch),png,96639,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/uncertainty_structural.png,worktree(branch),png,49958,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/uncertainty_structural_v2.png,worktree(branch),png,79774,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/originals/uncertainty_vb_bands.png,worktree(branch),png,143176,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/pinn_comparison_mae_v3.png,worktree(branch),png,103912,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/pinn_comparison_mae_v4.png,worktree(branch),png,76416,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/pinn_physical_metrics_v2.png,worktree(branch),png,113884,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/pinn_physical_metrics_v4.png,worktree(branch),png,104789,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/pinn_vb_curve_v3.png,worktree(branch),png,99135,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/pinn_vb_curve_v4.png,worktree(branch),png,81045,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/rul_curves_v3.png,worktree(branch),png,119386,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/rul_curves_v4.png,worktree(branch),png,98162,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/timeaware_comparison_v3.png,worktree(branch),png,84582,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/timeaware_comparison_v4.png,worktree(branch),png,69065,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/uncertainty_structural_v3.png,worktree(branch),png,57532,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/uncertainty_structural_v4.png,worktree(branch),png,32153,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/uncertainty_vb_bands_v2.png,worktree(branch),png,159666,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/figures/uncertainty_vb_bands_v4.png,worktree(branch),png,158261,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/main.pdf,worktree(branch),pdf,237422,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/main.tex,worktree(branch),tex,4624,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/references.bib,worktree(branch),bib,4794,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/01_introduction.tex,worktree(branch),tex,4477,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/02_related_work.tex,worktree(branch),tex,2823,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/03_methodology.tex,worktree(branch),tex,7561,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/04_experimental_protocol.tex,worktree(branch),tex,5934,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/05_results.tex,worktree(branch),tex,13649,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/06_discussion.tex,worktree(branch),tex,5980,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/07_limitations.tex,worktree(branch),tex,2726,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/08_future_work.tex,worktree(branch),tex,4445,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/09_conclusion.tex,worktree(branch),tex,2254,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/appendix_a_audit_questions.tex,worktree(branch),tex,2436,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_extracted/phm_pinn_paper_scaffold_overleaf/phm_pinn_paper_skeleton/sections/appendix_b_file_plan.tex,worktree(branch),tex,951,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_inbox/.gitkeep,worktree(branch),none,0,2026-06-11,IEEE paper workspace,,,present,
paper/overleaf_inbox/phm_pinn_paper_scaffold_overleaf.zip,worktree(branch),zip,253109,2026-06-11,IEEE paper workspace,,,present,
paper/phm_pinn_paper_overleaf_integrated.zip,worktree(branch),zip,774788,2026-06-11,IEEE paper workspace,,,present,
paper/phm_pinn_paper_overleaf_integrated_light.zip,worktree(branch),zip,382842,2026-06-11,IEEE paper workspace,,,present,
paper/phm_pinn_paper_overleaf_integrated_light_v3.zip,worktree(branch),zip,356759,2026-06-11,IEEE paper workspace,,,present,
paper/phm_pinn_paper_overleaf_integrated_light_v4.zip,worktree(branch),zip,356962,2026-06-11,IEEE paper workspace,,,present,
paper/phm_pinn_paper_overleaf_integrated_light_v5.zip,worktree(branch),zip,301159,2026-06-11,IEEE paper workspace,,,present,
paper/phm_pinn_paper_overleaf_integrated_light_v6.zip,worktree(branch),zip,301192,2026-06-11,IEEE paper workspace,,,present,
reports/data_ingestion_architecture.md,worktree(branch),md,7485,2026-06-11,project reports / planning docs,,,present,
reports/executive_summary.md,worktree(branch),md,2969,2026-06-11,project reports / planning docs,,,present,
reports/external_datasets_role_plan.md,worktree(branch),md,4459,2026-06-11,project reports / planning docs,,,present,
reports/implementation_roadmap.md,worktree(branch),md,18748,2026-06-11,project reports / planning docs,,,present,
reports/methodology_notes.md,worktree(branch),md,17718,2026-06-11,project reports / planning docs,,,present,
reports/multi_tool_ingestion_plan.md,worktree(branch),md,4180,2026-06-11,project reports / planning docs,,,present,
reports/p7_questions_for_lab_supervisor.md,worktree(branch),md,3715,2026-06-11,project reports / planning docs,,,present,
reports/p7_t01_data_truth_reconciliation.md,worktree(branch),md,15338,2026-06-11,project reports / planning docs,,,present,
reports/physics_spec.md,worktree(branch),md,8229,2026-06-11,project reports / planning docs,,,present,
reports/pinn_calibration_log.md,worktree(branch),md,6162,2026-06-11,project reports / planning docs,,,present,
reports/pinn_comparison.md,worktree(branch),md,5050,2026-06-11,project reports / planning docs,,,present,
reports/pinn_evolution_baseline.md,worktree(branch),md,6753,2026-06-11,project reports / planning docs,,,present,
reports/pinn_integration_and_calibration.md,worktree(branch),md,10503,2026-06-11,project reports / planning docs,,,present,
reports/revised_paper_outline_synthetic_focus.md,worktree(branch),md,7599,2026-06-11,project reports / planning docs,,,present,
reports/revised_readme_slide_story_synthetic_focus.md,worktree(branch),md,6364,2026-06-11,project reports / planning docs,,,present,
reports/rul_derivation.md,worktree(branch),md,2832,2026-06-11,project reports / planning docs,,,present,
reports/strategic_refocus_synthetic_tool_wear.md,worktree(branch),md,9282,2026-06-11,project reports / planning docs,,,present,
reports/synthetic_data_validation_protocol.md,worktree(branch),md,6598,2026-06-11,project reports / planning docs,,,present,
reports/synthetic_generation_methods_review_plan.md,worktree(branch),md,9771,2026-06-11,project reports / planning docs,,,present,
reports/t01_and_external_data_requirements.md,worktree(branch),md,4469,2026-06-11,project reports / planning docs,,,present,
reports/t01_data_ingestion_audit_plan.md,worktree(branch),md,7491,2026-06-11,project reports / planning docs,,,present,
reports/t01_visual_and_experimental_context_plan.md,worktree(branch),md,5228,2026-06-11,project reports / planning docs,,,present,
reports/time_aware_baselines.md,worktree(branch),md,2854,2026-06-11,project reports / planning docs,,,present,
reports/uncertainty_analysis.md,worktree(branch),md,1918,2026-06-11,project reports / planning docs,,,present,
requirements.txt,worktree(branch),txt,900,2026-06-11,,,,present,
run.py,worktree(branch),py,3962,2026-06-11,,user entry point,manual,present,
scripts/README.md,worktree(branch),md,1887,2026-06-11,executable pipeline scripts,,,present,
scripts/audit_data.py,worktree(branch),py,1390,2026-06-11,executable pipeline scripts,,,present,
scripts/audit_outputs.py,worktree(branch),py,15249,2026-06-11,executable pipeline scripts,,,present,
scripts/build_before_after_nested.py,worktree(branch),py,7435,2026-06-11,executable pipeline scripts,,,present,
scripts/build_dataset.py,worktree(branch),py,1823,2026-06-11,executable pipeline scripts,,,present,
scripts/build_p1_closure.py,worktree(branch),py,9024,2026-06-11,executable pipeline scripts,,,present,
scripts/build_paper_zips.py,worktree(branch),py,4363,2026-06-11,executable pipeline scripts,,,present,
scripts/build_pipeline_presentation.py,worktree(branch),py,42686,2026-06-11,executable pipeline scripts,,,present,
scripts/build_pipeline_presentation_en.py,worktree(branch),py,41576,2026-06-11,executable pipeline scripts,,,present,
scripts/check_feature_redundancy.py,worktree(branch),py,4044,2026-06-11,executable pipeline scripts,,,present,
scripts/derive_rul.py,worktree(branch),py,14769,2026-06-11,executable pipeline scripts,,,present,
scripts/experiments/README.md,worktree(branch),md,611,2026-06-11,executable pipeline scripts,,,present,
scripts/experiments/eda_signal_fusion.py,worktree(branch),py,9746,2026-06-11,executable pipeline scripts,,,present,
scripts/experiments/experiment_baseline_scatter.py,worktree(branch),py,7432,2026-06-11,executable pipeline scripts,,,present,
scripts/experiments/experiment_signal_branch.py,worktree(branch),py,12270,2026-06-11,executable pipeline scripts,,,present,
scripts/finalize_visual_qa.py,worktree(branch),py,6001,2026-06-11,executable pipeline scripts,,,present,
scripts/ingest.py,worktree(branch),py,2579,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/calibrate_c1.py,worktree(branch),py,5632,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/calibrate_c2.py,worktree(branch),py,7152,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/evaluate_models.py,worktree(branch),py,6112,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/run_augmentation_experiment.py,worktree(branch),py,8507,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/run_full_pipeline.py,worktree(branch),py,6453,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/run_shap_analysis.py,worktree(branch),py,6980,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/run_tuning.py,worktree(branch),py,10638,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/train_baselines.py,worktree(branch),py,9216,2026-06-11,executable pipeline scripts,,,present,
scripts/legacy/validate_c0.py,worktree(branch),py,3851,2026-06-11,executable pipeline scripts,,,present,
scripts/make_paper_figures_v2.py,worktree(branch),py,16678,2026-06-11,executable pipeline scripts,,,present,
scripts/make_paper_figures_v3.py,worktree(branch),py,12092,2026-06-11,executable pipeline scripts,,,present,
scripts/make_paper_figures_v4.py,worktree(branch),py,13571,2026-06-11,executable pipeline scripts,,,present,
scripts/make_synthetic_focus_figures.py,worktree(branch),py,8409,2026-06-11,executable pipeline scripts,,,present,
scripts/prepare_overleaf_workspace.py,worktree(branch),py,6971,2026-06-11,executable pipeline scripts,,,present,
scripts/regen_modified_figures.py,worktree(branch),py,3187,2026-06-11,executable pipeline scripts,,,present,
scripts/run_layered_pipeline.py,worktree(branch),py,52598,2026-06-11,executable pipeline scripts,,,present,
scripts/run_nested_benchmark_metrics.py,worktree(branch),py,6518,2026-06-11,executable pipeline scripts,,,present,
scripts/run_pinn.py,worktree(branch),py,3544,2026-06-11,executable pipeline scripts,,,present,
scripts/run_pinn_comparison.py,worktree(branch),py,22985,2026-06-11,executable pipeline scripts,,,present,
scripts/run_signal_qa.py,worktree(branch),py,2035,2026-06-11,executable pipeline scripts,,,present,
scripts/run_time_aware_baselines.py,worktree(branch),py,12463,2026-06-11,executable pipeline scripts,,,present,
scripts/uncertainty_analysis.py,worktree(branch),py,13311,2026-06-11,executable pipeline scripts,,,present,
scripts/validate_bnn_entrant.py,worktree(branch),py,3090,2026-06-11,executable pipeline scripts,,,present,
scripts/validate_physics_assumptions.py,worktree(branch),py,5639,2026-06-11,executable pipeline scripts,,,present,
src/phm/__init__.py,worktree(branch),py,287,2026-06-11,library code (flat package),,,present,
src/phm/arch_diagrams.py,worktree(branch),py,12080,2026-06-11,library code (flat package),,,present,
src/phm/augmentation.py,worktree(branch),py,5104,2026-06-11,library code (flat package),,,present,
src/phm/config.py,worktree(branch),py,6842,2026-06-11,library code (flat package),,,present,
src/phm/data_loader.py,worktree(branch),py,2810,2026-06-11,library code (flat package),,,present,
src/phm/data_quality.py,worktree(branch),py,8925,2026-06-11,library code (flat package),,,present,
src/phm/dataset_builder.py,worktree(branch),py,14037,2026-06-11,library code (flat package),,,present,
src/phm/evaluation.py,worktree(branch),py,7073,2026-06-11,library code (flat package),,,present,
src/phm/feature_extraction.py,worktree(branch),py,3843,2026-06-11,library code (flat package),,,present,
src/phm/filename_parser.py,worktree(branch),py,3757,2026-06-11,library code (flat package),,,present,
src/phm/ingestion.py,worktree(branch),py,15860,2026-06-11,library code (flat package),,,present,
src/phm/layered_pipeline.py,worktree(branch),py,42568,2026-06-11,library code (flat package),,,present,
src/phm/layered_visuals.py,worktree(branch),py,53920,2026-06-11,library code (flat package),,,present,
src/phm/leakage_audit.py,worktree(branch),py,15191,2026-06-11,library code (flat package),,,present,
src/phm/modeling.py,worktree(branch),py,4827,2026-06-11,library code (flat package),,,present,
src/phm/nn_estimators.py,worktree(branch),py,9690,2026-06-11,library code (flat package),,,present,
src/phm/physics_losses.py,worktree(branch),py,4295,2026-06-11,library code (flat package),,,present,
src/phm/pinn.py,worktree(branch),py,17417,2026-06-11,library code (flat package),,,present,
src/phm/preprocessing.py,worktree(branch),py,1050,2026-06-11,library code (flat package),,,present,
src/phm/shap_analysis.py,worktree(branch),py,10216,2026-06-11,library code (flat package),,,present,
src/phm/signal_qa.py,worktree(branch),py,5220,2026-06-11,library code (flat package),,,present,
src/phm/splitting.py,worktree(branch),py,3909,2026-06-11,library code (flat package),,,present,
src/phm/synthetic_validation.py,worktree(branch),py,8577,2026-06-11,library code (flat package),,,present,
src/phm/time_aware.py,worktree(branch),py,8613,2026-06-11,library code (flat package),,,present,
src/phm/tuning.py,worktree(branch),py,5418,2026-06-11,library code (flat package),,,present,
src/phm/uncertainty.py,worktree(branch),py,7041,2026-06-11,library code (flat package),,,present,
src/phm/visualization.py,worktree(branch),py,15843,2026-06-11,library code (flat package),,,present,
