model,feature_subset,data_branch,tuning_method,augmentation_strategy,branch_id,n_features,best_params,best_cv_score_mae,scoring,cv_strategy,notes
BNN,SOLO_A,A,none,grouped_scaling,SOLO_A_A_CT_grid_grouped_scaling,95,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,N,none,none,SOLO_R_N_ST,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_CT_random,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__alpha"": 10}",31.245532058902768,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__alpha"": 0.1}",29.430095087360293,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__l1_ratio"": 0.9, ""model__alpha"": 0.01}",23.35147928460424,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}",48.40693833352216,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}",44.189,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,N,random,none,SOLO_R_N_CT_random,93,"{""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}",38.56602172851562,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,N,none,none,SOLO_R_N_CT_random,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,N,none,none,SOLO_R_N_CT_random,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,N,none,none,SOLO_R_N_CT_grid,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__alpha"": 10}",31.245532058902768,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__alpha"": 0.1}",29.430095087360293,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.9}",23.35147928460424,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",48.40693833352216,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}",44.151650000000004,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,N,grid,none,SOLO_R_N_CT_grid,93,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",36.44091720581055,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,N,none,none,SOLO_R_N_CT_grid,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,N,none,none,SOLO_R_N_CT_grid,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,feature_noise,SOLO_R_A_ST_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_random_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,93,"{""model__alpha"": 0.01}",32.363922780142005,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,93,"{""model__alpha"": 0.1}",29.36619766503863,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,93,"{""model__l1_ratio"": 0.9, ""model__alpha"": 0.1}",23.636619131222297,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,93,"{""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 10}",46.887626580941756,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,93,"{""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}",46.3555,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,A,random,feature_noise,SOLO_R_A_CT_random_feature_noise,93,"{""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 30, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",38.883208465576175,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_random_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_random_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,"{""model__alpha"": 0.01}",32.363922780142005,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,"{""model__alpha"": 0.1}",29.36619766503863,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.9}",23.636619131222297,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,"{""model__C"": 10, ""model__epsilon"": 5, ""model__gamma"": ""scale""}",46.887626580941756,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}",46.3555,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,A,grid,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}",37.532769203186035,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,feature_noise,SOLO_R_A_CT_grid_feature_noise,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,feature_scaling,SOLO_R_A_ST_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,"{""model__alpha"": 100}",34.319980449230755,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,"{""model__alpha"": 1}",29.63601945030691,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,"{""model__l1_ratio"": 0.9, ""model__alpha"": 0.1}",23.47604714948439,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,"{""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 10}",46.85133866663007,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 3, ""model__max_depth"": 3}",49.16620853521478,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,A,random,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,"{""model__subsample"": 0.6, ""model__reg_lambda"": 10, ""model__n_estimators"": 30, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 1.0}",40.26155052185059,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_random_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,"{""model__alpha"": 100}",34.319980449230755,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,"{""model__alpha"": 1}",29.63601945030691,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.9}",23.47604714948439,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,"{""model__C"": 10, ""model__epsilon"": 5, ""model__gamma"": ""scale""}",46.85133866663007,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}",48.911,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,A,grid,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",39.869000625610354,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,feature_scaling,SOLO_R_A_CT_grid_feature_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Lasso,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
ElasticNet,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
SVR,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
RandomForest,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
XGBoost,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
MLP,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,grouped_scaling,SOLO_R_A_ST_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,"{""model__alpha"": 0.01}",27.895509387634956,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,"{""model__alpha"": 0.01}",31.949520263851678,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,"{""model__l1_ratio"": 0.9, ""model__alpha"": 0.1}",24.656133143933516,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
SVR,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,"{""model__gamma"": ""scale"", ""model__epsilon"": 5, ""model__C"": 10}",46.82842660577416,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
RandomForest,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,"{""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}",50.067249999999994,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
XGBoost,SOLO_R,A,random,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,"{""model__subsample"": 0.6, ""model__reg_lambda"": 10, ""model__n_estimators"": 30, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 1.0}",36.989188003540036,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""random"", ""n_candidates"": 20}"
MLP,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_random_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
DummyRegressor,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
Ridge,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,"{""model__alpha"": 0.01}",27.895509387634956,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
Lasso,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,"{""model__alpha"": 0.01}",31.949520263851678,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 5}"
ElasticNet,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.9}",24.656133143933516,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 20}"
SVR,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,"{""model__C"": 10, ""model__epsilon"": 5, ""model__gamma"": ""scale""}",46.82842660577416,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 32}"
RandomForest,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}",50.067249999999994,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 36}"
XGBoost,SOLO_R,A,grid,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",36.83455600738525,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""grid"", ""n_candidates"": 54}"
MLP,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
BNN,SOLO_R,A,none,grouped_scaling,SOLO_R_A_CT_grid_grouped_scaling,93,{},,neg_mean_absolute_error,GroupKFold(k=5) sobre 10 experimentos,"{""method"": ""none""}"
